coin_page,coin_page-href,id_number,region,city,cabinet,catref,date_range,local_date,magistrate,alliance_coin,ob_inscription,ob_type,re_inscription,re_type,metal,average_diameter,average_die_axis,average_weight,notes,obverse-src,reverse-src,monogram_ob1-src,monogram_re1-src,monogram_ob2-src,monogram_re2-src
"2276","http://web3.forest.usf.edu/main/other/severan/spc/2276/","2276","Asia Minor","Tarsus","France","1496","198-217","","","","AV K M AVP CEOVHP ANTΩΝΙΝOC CEBA Π Π","Laur. head of Caracalla R.; legend","TVXH TAPCOV MHTPO AMK","Tyche wearing a turreted crown and veil, holding corn-ears, sitting L. on rocks, the river god Kydnos swims at her feet","AR","","","5.61","","http://web3.forest.usf.edu/main/other/severan/images/db/2276a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2276b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2276c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2276d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2276e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2276f.jpg"
"2522","http://web3.forest.usf.edu/main/other/severan/spc/2522/","2522","Asia Minor","Smyrna","Newcastle","483","193-195","","","","CΕΒΑCΤΗ ΙΟΥ ΔΟΜΝΑ","Bust of Julia Domna r.","around, ΕΠ CTP K APICTOΦΑΝ CMYPNA","Two Nemeses facing, each plucking shoulder drapery with r., one on l. holds bridle; one on r., a cubit rule; at feet of latter, wheel","AE","","6","6.61","DNG/100. Klose LVIII.9.","http://web3.forest.usf.edu/main/other/severan/images/db/2522a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2522b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2522c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2522d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2522e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2522f.jpg"
"2579","http://web3.forest.usf.edu/main/other/severan/spc/2579/","2579","Asia Minor","Tarsus","Levante","1044","198-217","","","","AVT.ΚAI M AVP CEVHPOC ANTΩΝEΙΝOC CEB Π Π","Bust of Caracalla, laur.","ANTΩΝΕΙΝΙ... AΔΡ ΜΗΤ ΤΑΡCOV ΑΜΚ ΓΒ","Helios, holding globe and r. arm raised","AE","","","23.84","","http://web3.forest.usf.edu/main/other/severan/images/db/2579a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2579b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2579c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2579d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2579e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2579f.jpg"
"2608","http://web3.forest.usf.edu/main/other/severan/spc/2608/","2608","Asia Minor","Tarsus","Levante","1073","217-218","","","","AVT K M OΠ CEV MAKPINOC","Bust of Macrinus, laur.","TAP MHTP KTICTHC","Herakles reclining on lion’s skin, holding patera (or kantharos?) and club","AR","","","5.22","Ex Leu 25, 365.","http://web3.forest.usf.edu/main/other/severan/images/db/2608a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2608b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2608c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2608d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2608e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2608f.jpg"
"2402","http://web3.forest.usf.edu/main/other/severan/spc/2402/","2402","Asia Minor","Αnazarbus","France","2045","194/195","213","","","AVT K Λ CEΠ CEVHPOC ΠΕΡ CEB","Laur. bust of Septimius Severus r.","ANAZAPBΕΩΝ ET ΓΙC","Diademed bust of Zeus Olybris r.","AE","","","9.64","Wadd 7163. - Rev. same coin. - Ziegler, Anazarbos, 279,1.","http://web3.forest.usf.edu/main/other/severan/images/db/2402a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2402b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2402c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2402d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2402e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2402f.jpg"
"2501","http://web3.forest.usf.edu/main/other/severan/spc/2501/","2501","Asia Minor","Anazarbus","Righetti","1504","230-231","","","","AVT K M AV (CEOV AΛΕΞΑΝΔΡΟC CE)","Bust of Severus Alexander laureate, r.","ANAZ - (A) - P - BOV MHT/ΕΤ ΘΜC/ΓΒ","Temple facade, seven columns;","AE","23.4 mm","7","8.924 g","SNG Levante 1471;","http://web3.forest.usf.edu/main/other/severan/images/db/2501a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2501b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2501c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2501d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2501e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2501f.jpg"
"2699","http://web3.forest.usf.edu/main/other/severan/spc/2699/","2699","Asia Minor","Anazarbus","Levante","1422","218-222","","","","AVT K M AVP ANTΩΝΕΙΝΟC CEB","Bust of Elagabalus, laur.","ΘΕΟV CEVHPOV ANAZAPBOV ΑΜΚ","Temple on chariot drawn by two elephants","AE","","","15.90","Rev. Same die as n.1444 (Maesa).","http://web3.forest.usf.edu/main/other/severan/images/db/2699a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2699b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2699c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2699d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2699e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2699f.jpg"
"2439","http://web3.forest.usf.edu/main/other/severan/spc/2439/","2439","Asia Minor","Αnazarbus","France","2082","222-235","","","","AVT K M A CE AΛΕΞΑΝΔΡΟC","Laur. bust of Severus Alexander r.","ΑΝΑΖ ΕΝΔΟΞΟV MHTPOΠ ΑΜ(symbol) (sic) (symbol) (sic)","Nike standing l. on a globe, holding a trophy and a crown","AE","","","12.07","Symbols from Rev. legend appear below in Monogram RE1 and RE2
Ziegler, Anazarbos, 487, 1.","http://web3.forest.usf.edu/main/other/severan/images/db/2439a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2439b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2439c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2439d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2439e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2439f.jpg"
"2261","http://web3.forest.usf.edu/main/other/severan/spc/2261/","2261","Asia Minor","Tarsus","France","1481","193-211","","","","...ΔΟΜΝΑN CΕΒΑCTHN","Bust of Julia Domna to R. on a crescent","ΑΔΡΙANHC CEVH TAP ΜΗ AMK ΓΒ","Athena holding a Nike, walking to the R., holding a shield and a spear","AE","","","19.93","Period 215-217. The letters AMK which appear for the first time in Tarsus, signify ΠΡΟΤΗ ΜΕΓΙΣΤ Η ΚΑΛΛΙCTH (=the first, the greatest, the most beautiful). Cf. Waddington, <>, BCH 7, p. 283sq.","http://web3.forest.usf.edu/main/other/severan/images/db/2261a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2261b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2261c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2261d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2261e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2261f.jpg"
"2025","http://web3.forest.usf.edu/main/other/severan/spc/2025/","2025","Asia Minor","Smyrna","Lewis","1613","117-138","211-212","","Union of Laodiceia and Smyrna","Αυ Κ Μ Αυ Αντοωνεινοc","Bust of Caracalla laureate","In field, (symbol) ΠΗ; Λασδικεω|ν Cμ|υρναιων|Ομονοι","Zeus and Nemesis standing","AE","","6","15.15","Symbol found in Monogram RE1. 
Pierced.  ΓΗ = year 88 = 211/2.","http://web3.forest.usf.edu/main/other/severan/images/db/2025a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2025b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2025c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2025d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2025e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2025f.jpg"
"2271","http://web3.forest.usf.edu/main/other/severan/spc/2271/","2271","Asia Minor","Tarsus","France","1491","198-217","","","","AVT KAI M AVP CEΟVHPOC ANTΩΝΕΙΝOC ... Π","Laur. head of Caracalla R.","ΑΔΡ CEΟVHP ANTΩNEINOVΠOΛΙ ΜΗΤΡ TAPCOV ΚΟΙΝΟ[ΒΟVΛΙΟΝ] ΓΒ","Koinoboulion sitting L., holding a cornucopia; in front, Nike standing R. holding a palm and presenting her a crown (?)","AE","","","16.93","","http://web3.forest.usf.edu/main/other/severan/images/db/2271a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2271b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2271c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2271d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2271e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2271f.jpg"
"2068","http://web3.forest.usf.edu/main/other/severan/spc/2068/","2068","Asia Minor","Samos","Hunterian","1784","218-222","","","Convention of Miletus","AYT K M AYP ANTΩΝΕΙΝΟC","Laur. head of Elagabalus r.","CAMIΩΝ","River-god Imbrasus, reclining l. on overturned vase, and holding reed and leaning on cornucopiae","AE","","6","5.72","Pierced at edge; M. 2, 407, 17","http://web3.forest.usf.edu/main/other/severan/images/db/2068a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2068b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2068c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2068d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2068e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2068f.jpg"
"2613","http://web3.forest.usf.edu/main/other/severan/spc/2613/","2613","Asia Minor","Tarsus","Levante","1078","218-222","","","","A[VT KAI] M AVP ANTΩΝΕΙΝOC","Bust of Elagabalus, laur.","TAPCOV MHTPOΠΟΛE AMK","Demiourgos crown over garlanded altar; besides, Kilikarch crown decorated with seven Imperial heads and ΓΒ","AE","","","13.00","Rev. Four heads are laureate.","http://web3.forest.usf.edu/main/other/severan/images/db/2613a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2613b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2613c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2613d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2613e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2613f.jpg"
"2441","http://web3.forest.usf.edu/main/other/severan/spc/2441/","2441","Asia Minor","Αnazarbus","France","2084","229/230","248","","","AVT K CEOV AΛΕΞΑΝΔΡΟC","Laur. head of Severus Alexander r.","ΑΝΑΖ ΕΝΔΟΞ ΜΗΤΡΟ ΒΓ ΕΤ ΗΜC","Sheaf of five corn-ears (or palms?)","AE","","","10.29","Same coins as SNG Levante 1463. - Ziegler, Anazarbos, 505, 2.","http://web3.forest.usf.edu/main/other/severan/images/db/2441a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2441b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2441c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2441d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2441e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2441f.jpg"
"2590","http://web3.forest.usf.edu/main/other/severan/spc/2590/","2590","Asia Minor","Tarsus","Levante","1055","198-217","","","","AVT ΚAI M AVP CEVHPOC ANTΩΝEΙΝOC CEB ΠΠ","Head of Caracalla, laur.; below, star","ΑΝΤΩΝΙΑΝΗC CEVH AΔΡ ΜΗΤ ΤΑΡCOV ΔΕΚ","Caracalla, holding spear, parazonium and chlamys, at r. trophy decorated with cuirass and stern of galley and supported by two Parthian captives wearing pointed caps","AE","","","15.46","","http://web3.forest.usf.edu/main/other/severan/images/db/2590a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2590b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2590c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2590d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2590e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2590f.jpg"
"2718","http://web3.forest.usf.edu/main/other/severan/spc/2718/","2718","Asia Minor","Anazarbus","Levante","1441","219-220","","","","IOV.KOPN ΠΑVΛΑ CEB","Bust of Paula, veiled","ANAZΑΡΒΟV MHTPO AMK ΓΒ","Capricorn on globe","AE","","","10.91","","http://web3.forest.usf.edu/main/other/severan/images/db/2718a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2718b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2718c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2718d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2718e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2718f.jpg"
"2287","http://web3.forest.usf.edu/main/other/severan/spc/2287/","2287","Asia Minor","Tarsus","France","1507","198-217","","","","AVT KAI M AVP CEVHPOC ANTΩΝΕΙΝOC CEB Π Π","Laur. bust of Caracalla R.","ANTΩNIANHC CEV AΔΡ ΜΗ ΤΑΡCOV CEITOC ΓΒ AMK","Galley with a sail l.","AE","","","18.48","","http://web3.forest.usf.edu/main/other/severan/images/db/2287a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2287b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2287c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2287d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2287e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2287f.jpg"
"2273","http://web3.forest.usf.edu/main/other/severan/spc/2273/","2273","Asia Minor","Tarsus","France","1493","198-217","","","","AV KAI M AV CEΟVHP ... Π Π","Laur. head of Caracalla R.","ΑΔ... NOVΠOΛ ΜΗΤ TAPCOV [ΚΟΙΝΟΒ]ΟVΛΙΟΝ ΓΒ","Koinoboulion sitting L., holding a cornucopia and depositing her votes in an urn","AE","","","17.30","","http://web3.forest.usf.edu/main/other/severan/images/db/2273a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2273b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2273c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2273d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2273e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2273f.jpg"
"1957","http://web3.forest.usf.edu/main/other/severan/spc/1957/","1957","Asia Minor","Smyrna","Lewis","1398","213-216","","Strategos M. Athr. Geminas","Conventus of Smyrna","Cεβαcτη Ιουλια","Bust of Julia Domna right","E CτP. Μ. ΑYρ. ΓεμινOυ; in exergue, Ζμυρναιων","Tetrastyle Ionic temple of Tyche","AE","","6","11.26","Klose p. 280, no. 41, 9.","http://web3.forest.usf.edu/main/other/severan/images/db/1957a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1957b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1957c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1957d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1957e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/1957f.jpg"
"2431","http://web3.forest.usf.edu/main/other/severan/spc/2431/","2431","Asia Minor","Αnazarbus","France","2074","219/220","238","","","I KOP ΠΑVΛΛ CEB","Veiled bust of Julia Paula r.","ANAZAPB[OV] MHTPOΠΟΛΕΩC ENΔ ΕΤ ΗΛC AMK ΓΒ","Lunar goddess, a crescent on the front, standing in a galloping biga drawn by hump-backed bulls to l.","AE","","","14.13","Same coins as SNG Levante 1439 (also pierced) - Ziegler, Anazarbos, 392, 3.","http://web3.forest.usf.edu/main/other/severan/images/db/2431a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2431b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2431c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2431d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2431e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2431f.jpg"
"2055","http://web3.forest.usf.edu/main/other/severan/spc/2055/","2055","Asia Minor","Ephesus","Hunterian","1717","209-212","","","Convention of Ephesus","A CE Π ΓΕΤΑC KAI","Laur. bust of Geta r. with cuirass and paludamentum","ΕΦΕCΙΩΝ","Stag standing  r.","AE","","6","4.06","cf. SNG vA 1901
M. 2, 334, 56","http://web3.forest.usf.edu/main/other/severan/images/db/2055a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2055b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2055c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2055d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2055e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2055f.jpg"
"2308","http://web3.forest.usf.edu/main/other/severan/spc/2308/","2308","Asia Minor","Tarsus","France","1528","198-217","","","","AVT KAI M AVP CEOVHPOC ANTΩΝΕΙΝOC CEB Π Π","Bust of Caracalla r., dressed as a demiurge","ANTΩΝΙΑΝΗC CEVHPI AΔΡ MHT TAPCOV AMK BΓ","Caracalla dressed as a demiurge, standing l., making a libation in front of a lighted altar","AE","","","18.56","","http://web3.forest.usf.edu/main/other/severan/images/db/2308a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2308b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2308c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2308d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2308e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2308f.jpg"
"2327","http://web3.forest.usf.edu/main/other/severan/spc/2327/","2327","Asia Minor","Tarsus","France","1547","217-218","","","","AVT K M OΠ CEV MAKPINOC CE","Laur. head of Macrinus r.","TAP MHTP KTICTHC","Heracles reclining l. on a lion skin, holding a club","AR","","","5.58","KTICTHC= Founder of the city","http://web3.forest.usf.edu/main/other/severan/images/db/2327a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2327b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2327c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2327d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2327e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2327f.jpg"
"2712","http://web3.forest.usf.edu/main/other/severan/spc/2712/","2712","Asia Minor","Anazarbus","Levante","1435","218-222","","","","AV K M AVP ANTΩΝE[ΙΝΟC] CEB","Bust of Elagabalus, wearing garments and crown of demiourgos","MHTPOΠ.ΕΝΔΟΞΟV.TPOΠ.ΑΜΚ ΒΓ","Demiourgos crown within which; ΔΗΜΙΟVPΓΙΑ ΑΝΑΖΑΡΒΟV","AE","","","23.20","As Caracalla in Tarsus (cf. n. 1040), Elagabalus honored Anazarbus by receiving the office of demiourgos.","http://web3.forest.usf.edu/main/other/severan/images/db/2712a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2712b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2712c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2712d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2712e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2712f.jpg"
"2332","http://web3.forest.usf.edu/main/other/severan/spc/2332/","2332","Asia Minor","Tarsus","France","1552","217-218","","","","AVT K MA OΠE CEV MAKPINOC","Laur. bust of Macrinus r.","[CEVH] MAKPEINIANHC MHTP AMK ΓΒ","Apollo, nude, standing l., a quiver on his shoulder, holding a laurel branch and a chlamus","AE","","","16.96","Cf. BMC 204-205","http://web3.forest.usf.edu/main/other/severan/images/db/2332a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2332b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2332c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2332d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2332e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2332f.jpg"
